scenario_id,requirement_id,assertion,command,environment,started_at,finished_at,exit_code,result,evidence_path,source_sha,result_sha,verification_status
LOCAL-STATIC-014,QA36-GAP-006,batch-ghost,cpf final static gate: batch-ghost,sandbox-linux-static,2026-08-01T00:00:00+00:00,2026-08-01T07:19:37.753562+00:00,0,PASS,cpf-docs/evidence/20260801_01/CPF_20260801_01_LOCAL_STATIC_VERIFICATION.sanitized.json,19dd72b5978f2a3c630943c0fff05bee2d2fed34,,미검증
LOCAL-STATIC-015,QA36-GAP-013,bza-consumer,cpf final static gate: bza-consumer,sandbox-linux-static,2026-08-01T00:00:00+00:00,2026-08-01T07:19:37.753562+00:00,0,PASS,cpf-docs/evidence/20260801_01/CPF_20260801_01_LOCAL_STATIC_VERIFICATION.sanitized.json,19dd72b5978f2a3c630943c0fff05bee2d2fed34,,미검증
LOCAL-STATIC-016,QA36-GAP-012,bza-generated-negative,cpf final static gate: bza-generated-negative,sandbox-linux-static,2026-08-01T00:00:00+00:00,2026-08-01T07:19:37.753562+00:00,0,PASS,cpf-docs/evidence/20260801_01/CPF_20260801_01_LOCAL_STATIC_VERIFICATION.sanitized.json,19dd72b5978f2a3c630943c0fff05bee2d2fed34,,미검증
LOCAL-STATIC-017,QA36-GAP-012,bza-generated,cpf final static gate: bza-generated,sandbox-linux-static,2026-08-01T00:00:00+00:00,2026-08-01T07:19:37.753562+00:00,0,PASS,cpf-docs/evidence/20260801_01/CPF_20260801_01_LOCAL_STATIC_VERIFICATION.sanitized.json,19dd72b5978f2a3c630943c0fff05bee2d2fed34,,미검증
LOCAL-STATIC-018,QA36-GAP-017,bza-lockfile,cpf final static gate: bza-lockfile,sandbox-linux-static,2026-08-01T00:00:00+00:00,2026-08-01T07:19:37.753562+00:00,0,PASS,cpf-docs/evidence/20260801_01/CPF_20260801_01_LOCAL_STATIC_VERIFICATION.sanitized.json,19dd72b5978f2a3c630943c0fff05bee2d2fed34,,미검증
LOCAL-STATIC-019,QA36-GAP-012,bza-openapi,cpf final static gate: bza-openapi,sandbox-linux-static,2026-08-01T00:00:00+00:00,2026-08-01T07:19:37.753562+00:00,0,PASS,cpf-docs/evidence/20260801_01/CPF_20260801_01_LOCAL_STATIC_VERIFICATION.sanitized.json,19dd72b5978f2a3c630943c0fff05bee2d2fed34,,미검증
LOCAL-STATIC-020,QA36-GAP-017,bza-primary,cpf final static gate: bza-primary,sandbox-linux-static,2026-08-01T00:00:00+00:00,2026-08-01T07:19:37.753562+00:00,0,PASS,cpf-docs/evidence/20260801_01/CPF_20260801_01_LOCAL_STATIC_VERIFICATION.sanitized.json,19dd72b5978f2a3c630943c0fff05bee2d2fed34,,미검증
LOCAL-STATIC-021,QA36-GAP-004,bza-route,cpf final static gate: bza-route,sandbox-linux-static,2026-08-01T00:00:00+00:00,2026-08-01T07:19:37.753562+00:00,0,PASS,cpf-docs/evidence/20260801_01/CPF_20260801_01_LOCAL_STATIC_VERIFICATION.sanitized.json,19dd72b5978f2a3c630943c0fff05bee2d2fed34,,미검증
LOCAL-STATIC-022,QA36-GAP-003,calendar,cpf final static gate: calendar,sandbox-linux-static,2026-08-01T00:00:00+00:00,2026-08-01T07:19:37.753562+00:00,0,PASS,cpf-docs/evidence/20260801_01/CPF_20260801_01_LOCAL_STATIC_VERIFICATION.sanitized.json,19dd72b5978f2a3c630943c0fff05bee2d2fed34,,미검증
LOCAL-STATIC-023,CPF-SELF-DEV-027,controller-permission,cpf final static gate: controller-permission,sandbox-linux-static,2026-08-01T00:00:00+00:00,2026-08-01T07:19:37.753562+00:00,0,PASS,cpf-docs/evidence/20260801_01/CPF_20260801_01_LOCAL_STATIC_VERIFICATION.sanitized.json,19dd72b5978f2a3c630943c0fff05bee2d2fed34,,미검증
LOCAL-STATIC-024,QA36-GAP-008,db-lifecycle,cpf final static gate: db-lifecycle,sandbox-linux-static,2026-08-01T00:00:00+00:00,2026-08-01T07:19:37.753562+00:00,0,PASS,cpf-docs/evidence/20260801_01/CPF_20260801_01_LOCAL_STATIC_VERIFICATION.sanitized.json,19dd72b5978f2a3c630943c0fff05bee2d2fed34,,미검증
LOCAL-STATIC-025,QA36-GAP-008,db-token-parity,cpf final static gate: db-token-parity,sandbox-linux-static,2026-08-01T00:00:00+00:00,2026-08-01T07:19:37.753562+00:00,0,PASS,cpf-docs/evidence/20260801_01/CPF_20260801_01_LOCAL_STATIC_VERIFICATION.sanitized.json,19dd72b5978f2a3c630943c0fff05bee2d2fed34,,미검증
LOCAL-STATIC-026,QA36-GAP-009,dbless,cpf final static gate: dbless,sandbox-linux-static,2026-08-01T00:00:00+00:00,2026-08-01T07:19:37.753562+00:00,0,PASS,cpf-docs/evidence/20260801_01/CPF_20260801_01_LOCAL_STATIC_VERIFICATION.sanitized.json,19dd72b5978f2a3c630943c0fff05bee2d2fed34,,미검증
LOCAL-STATIC-027,CPF-SELF-DEV-023,edu-coverage,cpf final static gate: edu-coverage,sandbox-linux-static,2026-08-01T00:00:00+00:00,2026-08-01T07:19:37.753562+00:00,0,PASS,cpf-docs/evidence/20260801_01/CPF_20260801_01_LOCAL_STATIC_VERIFICATION.sanitized.json,19dd72b5978f2a3c630943c0fff05bee2d2fed34,,미검증
LOCAL-STATIC-028,CPF-SELF-DEV-025,edu-impact,cpf final static gate: edu-impact,sandbox-linux-static,2026-08-01T00:00:00+00:00,2026-08-01T07:19:37.753562+00:00,0,PASS,cpf-docs/evidence/20260801_01/CPF_20260801_01_LOCAL_STATIC_VERIFICATION.sanitized.json,19dd72b5978f2a3c630943c0fff05bee2d2fed34,,미검증
LOCAL-STATIC-029,CPF-SELF-DEV-024,edu-isolation,cpf final static gate: edu-isolation,sandbox-linux-static,2026-08-01T00:00:00+00:00,2026-08-01T07:19:37.753562+00:00,0,PASS,cpf-docs/evidence/20260801_01/CPF_20260801_01_LOCAL_STATIC_VERIFICATION.sanitized.json,19dd72b5978f2a3c630943c0fff05bee2d2fed34,,미검증
LOCAL-STATIC-030,CPF-SELF-DEV-029,evidence,cpf final static gate: evidence,sandbox-linux-static,2026-08-01T00:00:00+00:00,2026-08-01T07:19:37.753562+00:00,0,PASS,cpf-docs/evidence/20260801_01/CPF_20260801_01_LOCAL_STATIC_VERIFICATION.sanitized.json,19dd72b5978f2a3c630943c0fff05bee2d2fed34,,미검증
LOCAL-STATIC-031,CPF-SELF-DEV-030,final-plan,cpf final static gate: final-plan,sandbox-linux-static,2026-08-01T00:00:00+00:00,2026-08-01T07:19:37.753562+00:00,0,PASS,cpf-docs/evidence/20260801_01/CPF_20260801_01_LOCAL_STATIC_VERIFICATION.sanitized.json,19dd72b5978f2a3c630943c0fff05bee2d2fed34,,미검증
LOCAL-STATIC-032,CPF-SELF-DEV-002,final-wrapper,cpf final static gate: final-wrapper,sandbox-linux-static,2026-08-01T00:00:00+00:00,2026-08-01T07:19:37.753562+00:00,0,PASS,cpf-docs/evidence/20260801_01/CPF_20260801_01_LOCAL_STATIC_VERIFICATION.sanitized.json,19dd72b5978f2a3c630943c0fff05bee2d2fed34,,미검증
LOCAL-STATIC-033,CPF-SELF-DEV-026,frontend-syntax,cpf final static gate: frontend-syntax,sandbox-linux-static,2026-08-01T00:00:00+00:00,2026-08-01T07:19:37.753562+00:00,0,PASS,cpf-docs/evidence/20260801_01/CPF_20260801_01_LOCAL_STATIC_VERIFICATION.sanitized.json,19dd72b5978f2a3c630943c0fff05bee2d2fed34,,미검증
LOCAL-STATIC-034,CPF-SELF-DEV-021,generator-idempotency,cpf final static gate: generator-idempotency,sandbox-linux-static,2026-08-01T00:00:00+00:00,2026-08-01T07:19:37.753562+00:00,0,PASS,cpf-docs/evidence/20260801_01/CPF_20260801_01_LOCAL_STATIC_VERIFICATION.sanitized.json,19dd72b5978f2a3c630943c0fff05bee2d2fed34,,미검증
LOCAL-STATIC-035,CPF-SELF-DEV-022,generator-java,cpf final static gate: generator-java,sandbox-linux-static,2026-08-01T00:00:00+00:00,2026-08-01T07:19:37.753562+00:00,0,PASS,cpf-docs/evidence/20260801_01/CPF_20260801_01_LOCAL_STATIC_VERIFICATION.sanitized.json,19dd72b5978f2a3c630943c0fff05bee2d2fed34,,미검증
LOCAL-STATIC-036,CPF-SELF-DEV-020,generator-lifecycle,cpf final static gate: generator-lifecycle,sandbox-linux-static,2026-08-01T00:00:00+00:00,2026-08-01T07:19:37.753562+00:00,0,PASS,cpf-docs/evidence/20260801_01/CPF_20260801_01_LOCAL_STATIC_VERIFICATION.sanitized.json,19dd72b5978f2a3c630943c0fff05bee2d2fed34,,미검증
LOCAL-STATIC-037,QA36-GAP-020,hygiene,cpf final static gate: hygiene,sandbox-linux-static,2026-08-01T00:00:00+00:00,2026-08-01T07:19:37.753562+00:00,0,PASS,cpf-docs/evidence/20260801_01/CPF_20260801_01_LOCAL_STATIC_VERIFICATION.sanitized.json,19dd72b5978f2a3c630943c0fff05bee2d2fed34,,미검증
LOCAL-STATIC-038,CPF-SELF-DEV-028,java-syntax,cpf final static gate: java-syntax,sandbox-linux-static,2026-08-01T00:00:00+00:00,2026-08-01T07:19:37.753562+00:00,0,PASS,cpf-docs/evidence/20260801_01/CPF_20260801_01_LOCAL_STATIC_VERIFICATION.sanitized.json,19dd72b5978f2a3c630943c0fff05bee2d2fed34,,미검증
LOCAL-STATIC-039,QA36-GAP-016,javadoc,cpf final static gate: javadoc,sandbox-linux-static,2026-08-01T00:00:00+00:00,2026-08-01T07:19:37.753562+00:00,0,PASS,cpf-docs/evidence/20260801_01/CPF_20260801_01_LOCAL_STATIC_VERIFICATION.sanitized.json,19dd72b5978f2a3c630943c0fff05bee2d2fed34,,미검증
LOCAL-STATIC-040,QA36-GAP-014,legacy,cpf final static gate: legacy,sandbox-linux-static,2026-08-01T00:00:00+00:00,2026-08-01T07:19:37.753562+00:00,0,PASS,cpf-docs/evidence/20260801_01/CPF_20260801_01_LOCAL_STATIC_VERIFICATION.sanitized.json,19dd72b5978f2a3c630943c0fff05bee2d2fed34,,미검증
LOCAL-STATIC-041,CPF-SELF-DEV-028,network,cpf final static gate: network,sandbox-linux-static,2026-08-01T00:00:00+00:00,2026-08-01T07:19:37.753562+00:00,0,PASS,cpf-docs/evidence/20260801_01/CPF_20260801_01_LOCAL_STATIC_VERIFICATION.sanitized.json,19dd72b5978f2a3c630943c0fff05bee2d2fed34,,미검증
LOCAL-STATIC-042,QA36-GAP-007,notification,cpf final static gate: notification,sandbox-linux-static,2026-08-01T00:00:00+00:00,2026-08-01T07:19:37.753562+00:00,0,PASS,cpf-docs/evidence/20260801_01/CPF_20260801_01_LOCAL_STATIC_VERIFICATION.sanitized.json,19dd72b5978f2a3c630943c0fff05bee2d2fed34,,미검증
LOCAL-STATIC-043,QA36-GAP-001,operator-trust,cpf final static gate: operator-trust,sandbox-linux-static,2026-08-01T00:00:00+00:00,2026-08-01T07:19:37.753562+00:00,0,PASS,cpf-docs/evidence/20260801_01/CPF_20260801_01_LOCAL_STATIC_VERIFICATION.sanitized.json,19dd72b5978f2a3c630943c0fff05bee2d2fed34,,미검증
LOCAL-STATIC-044,QA36-GAP-015,protected-doc,cpf final static gate: protected-doc,sandbox-linux-static,2026-08-01T00:00:00+00:00,2026-08-01T07:19:37.753562+00:00,0,PASS,cpf-docs/evidence/20260801_01/CPF_20260801_01_LOCAL_STATIC_VERIFICATION.sanitized.json,19dd72b5978f2a3c630943c0fff05bee2d2fed34,,미검증
LOCAL-STATIC-045,CPF-SELF-DEV-001,python-unit-tests,cpf final static gate: python-unit-tests,sandbox-linux-static,2026-08-01T00:00:00+00:00,2026-08-01T07:19:37.753562+00:00,0,PASS,cpf-docs/evidence/20260801_01/CPF_20260801_01_LOCAL_STATIC_VERIFICATION.sanitized.json,19dd72b5978f2a3c630943c0fff05bee2d2fed34,,미검증
LOCAL-STATIC-046,QA36-GAP-019,supplychain,cpf final static gate: supplychain,sandbox-linux-static,2026-08-01T00:00:00+00:00,2026-08-01T07:19:37.753562+00:00,0,PASS,cpf-docs/evidence/20260801_01/CPF_20260801_01_LOCAL_STATIC_VERIFICATION.sanitized.json,19dd72b5978f2a3c630943c0fff05bee2d2fed34,,미검증
LOCAL-STATIC-047,CPF-SELF-DEV-002,traceability,cpf final static gate: traceability,sandbox-linux-static,2026-08-01T00:00:00+00:00,2026-08-01T07:19:37.753562+00:00,0,PASS,cpf-docs/evidence/20260801_01/CPF_20260801_01_LOCAL_STATIC_VERIFICATION.sanitized.json,19dd72b5978f2a3c630943c0fff05bee2d2fed34,,미검증
